,ad_position_type,click,cms_group_id,gender,age_level,shopping_level,occupation,new_user_class_level,price,btag,cate
868,0,0,10,1,4,3,0,4,128,0,6142
869,0,0,10,1,4,3,0,4,84.8,0,7266
870,0,0,10,1,4,3,0,4,84.8,0,6142
871,0,0,10,1,4,3,0,4,598,0,7266
872,0,0,10,1,4,3,0,4,598,0,6142
877,0,0,10,1,4,3,0,4,299,0,7266
878,0,0,10,1,4,3,0,4,299,0,6142
879,0,0,10,1,4,3,0,4,19.8,0,7266
880,0,0,10,1,4,3,0,4,19.8,0,6142
881,0,0,10,1,4,3,0,4,294,0,7266
882,0,0,10,1,4,3,0,4,294,0,6142
883,0,0,10,1,4,3,0,4,49,0,7266
884,0,0,10,1,4,3,0,4,49,0,6142
885,0,0,10,1,4,3,0,4,1580,0,7266
886,0,0,10,1,4,3,0,4,1580,0,6142
887,0,0,3,2,3,3,0,2,980,0,6261
888,0,0,3,2,3,3,0,2,980,0,4526
889,0,0,3,2,3,3,0,2,980,0,1665
890,0,0,3,2,3,3,0,2,980,0,1665
891,0,0,3,2,3,3,0,2,455,0,6261
892,0,0,3,2,3,3,0,2,455,0,4526
893,0,0,3,2,3,3,0,2,455,0,1665
894,0,0,3,2,3,3,0,2,455,0,1665
895,0,0,3,2,3,3,0,2,599,0,6261
896,0,0,3,2,3,3,0,2,599,0,4526
897,0,0,3,2,3,3,0,2,599,0,1665
898,0,0,3,2,3,3,0,2,599,0,1665
1280,0,0,2,2,2,3,0,2,128,0,4282
1281,0,0,2,2,2,3,0,2,128,0,7872
1282,0,0,2,2,2,3,0,2,128,0,7872
1283,0,0,2,2,2,3,0,2,128,0,7872
1284,0,0,2,2,2,3,0,2,128,0,10979
1285,0,0,2,2,2,3,0,2,128,0,12349
1286,0,0,2,2,2,3,0,2,128,0,7872
1287,0,0,2,2,2,3,0,2,128,0,10870
1288,0,0,2,2,2,3,0,2,128,0,10870
1289,0,0,2,2,2,3,0,2,128,0,10870
1290,0,0,2,2,2,3,0,2,925,0,4282
1291,0,0,2,2,2,3,0,2,925,0,7872
1292,0,0,2,2,2,3,0,2,925,0,7872
1293,0,0,2,2,2,3,0,2,925,0,7872
1294,0,0,2,2,2,3,0,2,925,0,10979
1295,0,0,2,2,2,3,0,2,925,0,12349
1296,0,0,2,2,2,3,0,2,925,0,7872
1297,0,0,2,2,2,3,0,2,925,0,10870
1298,0,0,2,2,2,3,0,2,925,0,10870
1299,0,0,2,2,2,3,0,2,925,0,10870
1300,0,0,2,2,2,3,0,2,799,0,4282
1301,0,0,2,2,2,3,0,2,799,0,7872
1302,0,0,2,2,2,3,0,2,799,0,7872
1303,0,0,2,2,2,3,0,2,799,0,7872
1304,0,0,2,2,2,3,0,2,799,0,10979
1305,0,0,2,2,2,3,0,2,799,0,12349
1306,0,0,2,2,2,3,0,2,799,0,7872
1307,0,0,2,2,2,3,0,2,799,0,10870
1308,0,0,2,2,2,3,0,2,799,0,10870
1309,0,0,2,2,2,3,0,2,799,0,10870
1318,1,0,4,2,4,3,0,2,80,0,6617
1319,1,0,4,2,4,3,0,2,80,0,6617
1320,1,0,4,2,4,3,0,2,80,0,6617
1321,1,0,4,2,4,3,0,2,80,0,6617
1322,1,0,4,2,4,3,0,2,80,0,6617
1323,1,0,4,2,4,3,0,2,80,0,6617
1324,1,0,4,2,4,3,0,2,80,0,856
1325,1,0,4,2,4,3,0,2,80,0,6510
1342,1,0,4,2,4,3,0,2,39.9,0,6617
1343,1,0,4,2,4,3,0,2,39.9,0,6617
1344,1,0,4,2,4,3,0,2,39.9,0,6617
1345,1,0,4,2,4,3,0,2,39.9,0,6617
1346,1,0,4,2,4,3,0,2,39.9,0,6617
1347,1,0,4,2,4,3,0,2,39.9,0,6617
1348,1,0,4,2,4,3,0,2,39.9,0,856
1349,1,0,4,2,4,3,0,2,39.9,0,6510
1374,1,0,4,2,4,3,0,2,4.2,0,6617
1375,1,0,4,2,4,3,0,2,4.2,0,6617
1376,1,0,4,2,4,3,0,2,4.2,0,6617
1377,1,0,4,2,4,3,0,2,4.2,0,6617
1378,1,0,4,2,4,3,0,2,4.2,0,6617
1379,1,0,4,2,4,3,0,2,4.2,0,6617
1380,1,0,4,2,4,3,0,2,4.2,0,856
1381,1,0,4,2,4,3,0,2,4.2,0,6510
1382,1,0,4,2,4,3,0,2,488,0,6617
1383,1,0,4,2,4,3,0,2,488,0,6617
1384,1,0,4,2,4,3,0,2,488,0,6617
1385,1,0,4,2,4,3,0,2,488,0,6617
1386,1,0,4,2,4,3,0,2,488,0,6617
1387,1,0,4,2,4,3,0,2,488,0,6617
1388,1,0,4,2,4,3,0,2,488,0,856
1389,1,0,4,2,4,3,0,2,488,0,6510
1390,1,0,4,2,4,3,0,2,2.99,0,6617
1391,1,0,4,2,4,3,0,2,2.99,0,6617
1392,1,0,4,2,4,3,0,2,2.99,0,6617
1393,1,0,4,2,4,3,0,2,2.99,0,6617
1394,1,0,4,2,4,3,0,2,2.99,0,6617
1395,1,0,4,2,4,3,0,2,2.99,0,6617
1396,1,0,4,2,4,3,0,2,2.99,0,856
1397,1,0,4,2,4,3,0,2,2.99,0,6510
1422,1,0,4,2,4,3,0,2,2.8,0,6617
1423,1,0,4,2,4,3,0,2,2.8,0,6617
1424,1,0,4,2,4,3,0,2,2.8,0,6617
1425,1,0,4,2,4,3,0,2,2.8,0,6617
1426,1,0,4,2,4,3,0,2,2.8,0,6617
1427,1,0,4,2,4,3,0,2,2.8,0,6617
1428,1,0,4,2,4,3,0,2,2.8,0,856
1429,1,0,4,2,4,3,0,2,2.8,0,6510
1438,1,0,4,2,4,3,0,2,1339,0,6617
1439,1,0,4,2,4,3,0,2,1339,0,6617
1440,1,0,4,2,4,3,0,2,1339,0,6617
1441,1,0,4,2,4,3,0,2,1339,0,6617
1442,1,0,4,2,4,3,0,2,1339,0,6617
1443,1,0,4,2,4,3,0,2,1339,0,6617
1444,1,0,4,2,4,3,0,2,1339,0,856
1445,1,0,4,2,4,3,0,2,1339,0,6510
1446,1,0,4,2,4,3,0,2,69.9,0,6617
1447,1,0,4,2,4,3,0,2,69.9,0,6617
1448,1,0,4,2,4,3,0,2,69.9,0,6617
1449,1,0,4,2,4,3,0,2,69.9,0,6617
1450,1,0,4,2,4,3,0,2,69.9,0,6617
1451,1,0,4,2,4,3,0,2,69.9,0,6617
1452,1,0,4,2,4,3,0,2,69.9,0,856
1453,1,0,4,2,4,3,0,2,69.9,0,6510
1462,1,0,4,2,4,3,0,2,136,0,6617
1463,1,0,4,2,4,3,0,2,136,0,6617
1464,1,0,4,2,4,3,0,2,136,0,6617
1465,1,0,4,2,4,3,0,2,136,0,6617
1466,1,0,4,2,4,3,0,2,136,0,6617
1467,1,0,4,2,4,3,0,2,136,0,6617
1468,1,0,4,2,4,3,0,2,136,0,856
1469,1,0,4,2,4,3,0,2,136,0,6510
1470,1,0,4,2,4,3,0,2,199,0,6617
1471,1,0,4,2,4,3,0,2,199,0,6617
1472,1,0,4,2,4,3,0,2,199,0,6617
1473,1,0,4,2,4,3,0,2,199,0,6617
1474,1,0,4,2,4,3,0,2,199,0,6617
1475,1,0,4,2,4,3,0,2,199,0,6617
1476,1,0,4,2,4,3,0,2,199,0,856
1477,1,0,4,2,4,3,0,2,199,0,6510
1478,1,0,4,2,4,3,0,2,1056,0,6617
1479,1,0,4,2,4,3,0,2,1056,0,6617
1480,1,0,4,2,4,3,0,2,1056,0,6617
1481,1,0,4,2,4,3,0,2,1056,0,6617
1482,1,0,4,2,4,3,0,2,1056,0,6617
1483,1,0,4,2,4,3,0,2,1056,0,6617
1484,1,0,4,2,4,3,0,2,1056,0,856
1485,1,0,4,2,4,3,0,2,1056,0,6510
1494,1,0,4,2,4,3,0,2,148,0,6617
1495,1,0,4,2,4,3,0,2,148,0,6617
1496,1,0,4,2,4,3,0,2,148,0,6617
1497,1,0,4,2,4,3,0,2,148,0,6617
1498,1,0,4,2,4,3,0,2,148,0,6617
1499,1,0,4,2,4,3,0,2,148,0,6617
1500,1,0,4,2,4,3,0,2,148,0,856
1501,1,0,4,2,4,3,0,2,148,0,6510
1502,1,0,4,2,4,3,0,2,2698,0,6617
1503,1,0,4,2,4,3,0,2,2698,0,6617
1504,1,0,4,2,4,3,0,2,2698,0,6617
1505,1,0,4,2,4,3,0,2,2698,0,6617
1506,1,0,4,2,4,3,0,2,2698,0,6617
1507,1,0,4,2,4,3,0,2,2698,0,6617
1508,1,0,4,2,4,3,0,2,2698,0,856
1509,1,0,4,2,4,3,0,2,2698,0,6510
1510,1,0,4,2,4,3,0,2,116.9,0,6617
1511,1,0,4,2,4,3,0,2,116.9,0,6617
1512,1,0,4,2,4,3,0,2,116.9,0,6617
1513,1,0,4,2,4,3,0,2,116.9,0,6617
1514,1,0,4,2,4,3,0,2,116.9,0,6617
1515,1,0,4,2,4,3,0,2,116.9,0,6617
1516,1,0,4,2,4,3,0,2,116.9,0,856
1517,1,0,4,2,4,3,0,2,116.9,0,6510
1518,1,0,4,2,4,3,0,2,778,0,6617
1519,1,0,4,2,4,3,0,2,778,0,6617
1520,1,0,4,2,4,3,0,2,778,0,6617
1521,1,0,4,2,4,3,0,2,778,0,6617
1522,1,0,4,2,4,3,0,2,778,0,6617
1523,1,0,4,2,4,3,0,2,778,0,6617
1524,1,0,4,2,4,3,0,2,778,0,856
1525,1,0,4,2,4,3,0,2,778,0,6510
1526,1,0,4,2,4,3,0,2,29.8,0,6617
1527,1,0,4,2,4,3,0,2,29.8,0,6617
1528,1,0,4,2,4,3,0,2,29.8,0,6617
1529,1,0,4,2,4,3,0,2,29.8,0,6617
1530,1,0,4,2,4,3,0,2,29.8,0,6617
1531,1,0,4,2,4,3,0,2,29.8,0,6617
1532,1,0,4,2,4,3,0,2,29.8,0,856
1533,1,0,4,2,4,3,0,2,29.8,0,6510
1550,1,0,4,2,4,3,0,2,2.8,0,6617
1551,1,0,4,2,4,3,0,2,2.8,0,6617
1552,1,0,4,2,4,3,0,2,2.8,0,6617
1553,1,0,4,2,4,3,0,2,2.8,0,6617
1554,1,0,4,2,4,3,0,2,2.8,0,6617
1555,1,0,4,2,4,3,0,2,2.8,0,6617
1556,1,0,4,2,4,3,0,2,2.8,0,856
1557,1,0,4,2,4,3,0,2,2.8,0,6510
1566,1,0,4,2,4,3,0,2,69,0,6617
1567,1,0,4,2,4,3,0,2,69,0,6617
1568,1,0,4,2,4,3,0,2,69,0,6617
1569,1,0,4,2,4,3,0,2,69,0,6617
1570,1,0,4,2,4,3,0,2,69,0,6617
1571,1,0,4,2,4,3,0,2,69,0,6617
1572,1,0,4,2,4,3,0,2,69,0,856
1573,1,0,4,2,4,3,0,2,69,0,6510
1574,1,0,4,2,4,3,0,2,2.8,0,6617
1575,1,0,4,2,4,3,0,2,2.8,0,6617
1576,1,0,4,2,4,3,0,2,2.8,0,6617
1577,1,0,4,2,4,3,0,2,2.8,0,6617
1578,1,0,4,2,4,3,0,2,2.8,0,6617
1579,1,0,4,2,4,3,0,2,2.8,0,6617
1580,1,0,4,2,4,3,0,2,2.8,0,856
1581,1,0,4,2,4,3,0,2,2.8,0,6510
1595,1,0,3,2,3,3,0,3,198,0,5162
1596,1,0,3,2,3,3,0,3,198,0,6735
1597,1,0,3,2,3,3,0,3,198,0,6735
1598,1,0,3,2,3,3,0,3,99,0,5162
1599,1,0,3,2,3,3,0,3,99,0,6735
1600,1,0,3,2,3,3,0,3,99,0,6735
1604,1,0,3,2,3,3,0,3,299,0,5162
1605,1,0,3,2,3,3,0,3,299,0,6735
1606,1,0,3,2,3,3,0,3,299,0,6735
1607,1,0,3,2,3,3,0,3,199,0,5162
1608,1,0,3,2,3,3,0,3,199,0,6735
1609,1,0,3,2,3,3,0,3,199,0,6735
1610,1,0,3,2,3,3,0,3,529,0,5162
1611,1,0,3,2,3,3,0,3,529,0,6735
1612,1,0,3,2,3,3,0,3,529,0,6735
1616,1,1,3,2,3,3,0,3,78,0,5162
1617,1,1,3,2,3,3,0,3,78,0,6735
1618,1,1,3,2,3,3,0,3,78,0,6735
1619,1,0,3,2,3,3,0,3,45,0,5162
1620,1,0,3,2,3,3,0,3,45,0,6735
1621,1,0,3,2,3,3,0,3,45,0,6735
1622,1,0,3,2,3,3,0,3,129,0,5162
1623,1,0,3,2,3,3,0,3,129,0,6735
1624,1,0,3,2,3,3,0,3,129,0,6735
1625,1,0,3,2,3,3,0,3,238,0,5162
1626,1,0,3,2,3,3,0,3,238,0,6735
1627,1,0,3,2,3,3,0,3,238,0,6735
1628,1,0,3,2,3,3,0,3,78,0,5162
1629,1,0,3,2,3,3,0,3,78,0,6735
1630,1,0,3,2,3,3,0,3,78,0,6735
1634,1,0,3,2,3,3,0,3,59,0,5162
1635,1,0,3,2,3,3,0,3,59,0,6735
1636,1,0,3,2,3,3,0,3,59,0,6735
1640,1,0,3,2,3,3,0,3,45,0,5162
1641,1,0,3,2,3,3,0,3,45,0,6735
1642,1,0,3,2,3,3,0,3,45,0,6735
1643,1,0,3,2,3,3,0,3,3699,0,5162
1644,1,0,3,2,3,3,0,3,3699,0,6735
1645,1,0,3,2,3,3,0,3,3699,0,6735
1646,1,0,3,2,3,3,0,3,458,0,5162
1647,1,0,3,2,3,3,0,3,458,0,6735
1648,1,0,3,2,3,3,0,3,458,0,6735
1649,1,0,3,2,3,3,0,3,199,0,5162
1650,1,0,3,2,3,3,0,3,199,0,6735
1651,1,0,3,2,3,3,0,3,199,0,6735
1652,1,0,3,2,3,3,0,3,109,0,5162
1653,1,0,3,2,3,3,0,3,109,0,6735
1654,1,0,3,2,3,3,0,3,109,0,6735
1655,1,0,3,2,3,3,0,3,9.9,0,5162
1656,1,0,3,2,3,3,0,3,9.9,0,6735
1657,1,0,3,2,3,3,0,3,9.9,0,6735
1658,1,1,3,2,3,3,0,3,158,0,5162
1659,1,1,3,2,3,3,0,3,158,0,6735
1660,1,1,3,2,3,3,0,3,158,0,6735
1664,1,0,3,2,3,3,0,3,888,0,5162
1665,1,0,3,2,3,3,0,3,888,0,6735
1666,1,0,3,2,3,3,0,3,888,0,6735
1667,1,0,3,2,3,3,0,3,598,0,5162
1668,1,0,3,2,3,3,0,3,598,0,6735
1669,1,0,3,2,3,3,0,3,598,0,6735
1673,1,0,3,2,3,3,0,3,299,0,5162
1674,1,0,3,2,3,3,0,3,299,0,6735
1675,1,0,3,2,3,3,0,3,299,0,6735
1676,1,0,3,2,3,3,0,3,109,0,5162
1677,1,0,3,2,3,3,0,3,109,0,6735
1678,1,0,3,2,3,3,0,3,109,0,6735
1679,1,0,3,2,3,3,0,3,299,0,5162
1680,1,0,3,2,3,3,0,3,299,0,6735
1681,1,0,3,2,3,3,0,3,299,0,6735
1682,1,0,3,2,3,3,0,3,596,0,5162
1683,1,0,3,2,3,3,0,3,596,0,6735
1684,1,0,3,2,3,3,0,3,596,0,6735
1685,1,0,3,2,3,3,0,3,308,0,5162
1686,1,0,3,2,3,3,0,3,308,0,6735
1687,1,0,3,2,3,3,0,3,308,0,6735
1691,1,0,3,2,3,3,0,3,328,0,5162
1692,1,0,3,2,3,3,0,3,328,0,6735
1693,1,0,3,2,3,3,0,3,328,0,6735
1694,1,0,3,2,3,3,0,3,248,0,5162
1695,1,0,3,2,3,3,0,3,248,0,6735
1696,1,0,3,2,3,3,0,3,248,0,6735
1697,1,0,3,2,3,3,0,3,298,0,5162
1698,1,0,3,2,3,3,0,3,298,0,6735
1699,1,0,3,2,3,3,0,3,298,0,6735
1703,1,0,3,2,3,3,0,3,298,0,5162
1704,1,0,3,2,3,3,0,3,298,0,6735
1705,1,0,3,2,3,3,0,3,298,0,6735
1706,1,0,3,2,3,3,0,3,399,0,5162
1707,1,0,3,2,3,3,0,3,399,0,6735
1708,1,0,3,2,3,3,0,3,399,0,6735
1709,1,0,3,2,3,3,0,3,248,0,5162
1710,1,0,3,2,3,3,0,3,248,0,6735
1711,1,0,3,2,3,3,0,3,248,0,6735
1715,1,0,3,2,3,3,0,3,458,0,5162
1716,1,0,3,2,3,3,0,3,458,0,6735
1717,1,0,3,2,3,3,0,3,458,0,6735
1721,1,0,3,2,3,3,0,3,198,0,5162
1722,1,0,3,2,3,3,0,3,198,0,6735
1723,1,0,3,2,3,3,0,3,198,0,6735
1724,1,0,3,2,3,3,0,3,198,0,5162
1725,1,0,3,2,3,3,0,3,198,0,6735
1726,1,0,3,2,3,3,0,3,198,0,6735
1727,1,0,3,2,3,3,0,3,29,0,5162
1728,1,0,3,2,3,3,0,3,29,0,6735
1729,1,0,3,2,3,3,0,3,29,0,6735
1730,1,0,3,2,3,3,0,3,99,0,5162
1731,1,0,3,2,3,3,0,3,99,0,6735
1732,1,0,3,2,3,3,0,3,99,0,6735
1736,1,0,3,2,3,3,0,3,49,0,5162
1737,1,0,3,2,3,3,0,3,49,0,6735
1738,1,0,3,2,3,3,0,3,49,0,6735
1739,1,0,3,2,3,3,0,3,49,0,5162
1740,1,0,3,2,3,3,0,3,49,0,6735
1741,1,0,3,2,3,3,0,3,49,0,6735
1745,1,0,3,2,3,3,0,3,69,0,5162
1746,1,0,3,2,3,3,0,3,69,0,6735
1747,1,0,3,2,3,3,0,3,69,0,6735
1748,1,0,3,2,3,3,0,3,139,0,5162
1749,1,0,3,2,3,3,0,3,139,0,6735
1750,1,0,3,2,3,3,0,3,139,0,6735
1754,1,0,4,2,4,3,0,2,999,0,12691
1755,1,0,4,2,4,3,0,2,999,0,5467
1756,1,0,4,2,4,3,0,2,999,0,5467
1757,1,0,4,2,4,3,0,2,115,0,12691
1758,1,0,4,2,4,3,0,2,115,0,5467
1759,1,0,4,2,4,3,0,2,115,0,5467
1763,1,0,4,2,4,3,0,2,246,0,12691
1764,1,0,4,2,4,3,0,2,246,0,5467
1765,1,0,4,2,4,3,0,2,246,0,5467
1769,1,0,4,2,4,3,0,2,290,0,12691
1770,1,0,4,2,4,3,0,2,290,0,5467
1771,1,0,4,2,4,3,0,2,290,0,5467
1772,1,0,4,2,4,3,0,2,1000,0,12691
1773,1,0,4,2,4,3,0,2,1000,0,5467
1774,1,0,4,2,4,3,0,2,1000,0,5467
1775,1,0,4,2,4,3,0,2,76,0,12691
1776,1,0,4,2,4,3,0,2,76,0,5467
1777,1,0,4,2,4,3,0,2,76,0,5467
1778,1,0,4,2,4,3,0,2,298,0,12691
1779,1,0,4,2,4,3,0,2,298,0,5467
1780,1,0,4,2,4,3,0,2,298,0,5467
1781,1,0,4,2,4,3,0,2,520,0,12691
1782,1,0,4,2,4,3,0,2,520,0,5467
1783,1,0,4,2,4,3,0,2,520,0,5467
1784,1,0,4,2,4,3,0,2,70,0,12691
1785,1,0,4,2,4,3,0,2,70,0,5467
1786,1,0,4,2,4,3,0,2,70,0,5467
1787,1,0,4,2,4,3,0,2,290,0,12691
1788,1,0,4,2,4,3,0,2,290,0,5467
1789,1,0,4,2,4,3,0,2,290,0,5467
1790,1,1,4,2,4,3,0,2,304,0,12691
1791,1,1,4,2,4,3,0,2,304,0,5467
1792,1,1,4,2,4,3,0,2,304,0,5467
1793,1,0,4,2,4,3,0,2,65,0,12691
1794,1,0,4,2,4,3,0,2,65,0,5467
1795,1,0,4,2,4,3,0,2,65,0,5467
1796,1,0,4,2,4,3,0,2,240,0,12691
1797,1,0,4,2,4,3,0,2,240,0,5467
1798,1,0,4,2,4,3,0,2,240,0,5467
1866,0,0,9,1,3,3,0,1,138,0,4609
1867,0,0,9,1,3,3,0,1,178,0,4609
1868,1,0,3,2,3,3,0,2,99,0,4278
1869,1,0,3,2,3,3,0,2,99,0,4278
1870,1,0,3,2,3,3,0,2,99,0,4278
1871,1,0,3,2,3,3,0,2,99,0,4278
1872,1,0,3,2,3,3,0,2,99,0,4278
1873,1,0,3,2,3,3,0,2,99,0,4278
1874,1,0,3,2,3,3,0,2,99,0,4278
1875,1,0,3,2,3,3,0,2,99,0,4278
1876,1,0,3,2,3,3,0,2,99,0,4278
1877,1,0,3,2,3,3,0,2,108,0,4278
1878,1,0,3,2,3,3,0,2,108,0,4278
1879,1,0,3,2,3,3,0,2,108,0,4278
1880,1,0,3,2,3,3,0,2,108,0,4278
1881,1,0,3,2,3,3,0,2,108,0,4278
1882,1,0,3,2,3,3,0,2,108,0,4278
1883,1,0,3,2,3,3,0,2,108,0,4278
1884,1,0,3,2,3,3,0,2,108,0,4278
1885,1,0,3,2,3,3,0,2,108,0,4278
1886,1,0,3,2,3,3,0,2,99,0,4278
1887,1,0,3,2,3,3,0,2,99,0,4278
1888,1,0,3,2,3,3,0,2,99,0,4278
1889,1,0,3,2,3,3,0,2,99,0,4278
1890,1,0,3,2,3,3,0,2,99,0,4278
1891,1,0,3,2,3,3,0,2,99,0,4278
1892,1,0,3,2,3,3,0,2,99,0,4278
1893,1,0,3,2,3,3,0,2,99,0,4278
1894,1,0,3,2,3,3,0,2,99,0,4278
1895,1,1,3,2,3,3,0,2,299,0,4278
1896,1,1,3,2,3,3,0,2,299,0,4278
1897,1,1,3,2,3,3,0,2,299,0,4278
1898,1,1,3,2,3,3,0,2,299,0,4278
1899,1,1,3,2,3,3,0,2,299,0,4278
1900,1,1,3,2,3,3,0,2,299,0,4278
1901,1,1,3,2,3,3,0,2,299,0,4278
1902,1,1,3,2,3,3,0,2,299,0,4278
1903,1,1,3,2,3,3,0,2,299,0,4278
1922,1,0,3,2,3,3,0,2,42,0,4278
1923,1,0,3,2,3,3,0,2,42,0,4278
1924,1,0,3,2,3,3,0,2,42,0,4278
1925,1,0,3,2,3,3,0,2,42,0,4278
1926,1,0,3,2,3,3,0,2,42,0,4278
1927,1,0,3,2,3,3,0,2,42,0,4278
1928,1,0,3,2,3,3,0,2,42,0,4278
1929,1,0,3,2,3,3,0,2,42,0,4278
1930,1,0,3,2,3,3,0,2,42,0,4278
1931,1,0,3,2,3,3,0,2,68,0,4278
1932,1,0,3,2,3,3,0,2,68,0,4278
1933,1,0,3,2,3,3,0,2,68,0,4278
1934,1,0,3,2,3,3,0,2,68,0,4278
1935,1,0,3,2,3,3,0,2,68,0,4278
1936,1,0,3,2,3,3,0,2,68,0,4278
1937,1,0,3,2,3,3,0,2,68,0,4278
1938,1,0,3,2,3,3,0,2,68,0,4278
1939,1,0,3,2,3,3,0,2,68,0,4278
1940,1,0,3,2,3,3,0,2,68,0,4278
1941,1,0,3,2,3,3,0,2,68,0,4278
1942,1,0,3,2,3,3,0,2,68,0,4278
1943,1,0,3,2,3,3,0,2,68,0,4278
1944,1,0,3,2,3,3,0,2,68,0,4278
1945,1,0,3,2,3,3,0,2,68,0,4278
1946,1,0,3,2,3,3,0,2,68,0,4278
1947,1,0,3,2,3,3,0,2,68,0,4278
1948,1,0,3,2,3,3,0,2,68,0,4278
1949,1,0,3,2,3,3,0,2,256,0,4278
1950,1,0,3,2,3,3,0,2,256,0,4278
1951,1,0,3,2,3,3,0,2,256,0,4278
1952,1,0,3,2,3,3,0,2,256,0,4278
1953,1,0,3,2,3,3,0,2,256,0,4278
1954,1,0,3,2,3,3,0,2,256,0,4278
1955,1,0,3,2,3,3,0,2,256,0,4278
1956,1,0,3,2,3,3,0,2,256,0,4278
1957,1,0,3,2,3,3,0,2,256,0,4278
1958,1,0,3,2,3,3,0,2,176,0,4278
1959,1,0,3,2,3,3,0,2,176,0,4278
1960,1,0,3,2,3,3,0,2,176,0,4278
1961,1,0,3,2,3,3,0,2,176,0,4278
1962,1,0,3,2,3,3,0,2,176,0,4278
1963,1,0,3,2,3,3,0,2,176,0,4278
1964,1,0,3,2,3,3,0,2,176,0,4278
1965,1,0,3,2,3,3,0,2,176,0,4278
1966,1,0,3,2,3,3,0,2,176,0,4278
1988,1,0,8,1,2,3,0,3,298,0,6428
1989,1,0,8,1,2,3,0,3,298,3,4262
1990,1,0,8,1,2,3,0,3,298,0,8916
1991,1,0,8,1,2,3,0,3,298,0,8916
1992,0,0,8,1,2,3,0,3,399,0,6428
1993,0,0,8,1,2,3,0,3,399,3,4262
1994,0,0,8,1,2,3,0,3,399,0,8916
1995,0,0,8,1,2,3,0,3,399,0,8916
1996,0,1,8,1,2,3,0,3,67,0,6428
1997,0,1,8,1,2,3,0,3,67,3,4262
1998,0,1,8,1,2,3,0,3,67,0,8916
1999,0,1,8,1,2,3,0,3,67,0,8916
2000,1,1,8,1,2,3,0,3,298,0,6428
2001,1,1,8,1,2,3,0,3,298,3,4262
2002,1,1,8,1,2,3,0,3,298,0,8916
2003,1,1,8,1,2,3,0,3,298,0,8916
2004,1,0,8,1,2,3,0,3,149,0,6428
2005,1,0,8,1,2,3,0,3,149,3,4262
2006,1,0,8,1,2,3,0,3,149,0,8916
2007,1,0,8,1,2,3,0,3,149,0,8916
2008,0,0,8,1,2,3,0,3,298,0,6428
2009,0,0,8,1,2,3,0,3,298,3,4262
2010,0,0,8,1,2,3,0,3,298,0,8916
2011,0,0,8,1,2,3,0,3,298,0,8916
2012,1,1,8,1,2,3,0,3,188,0,6428
2013,1,1,8,1,2,3,0,3,188,3,4262
2014,1,1,8,1,2,3,0,3,188,0,8916
2015,1,1,8,1,2,3,0,3,188,0,8916
2016,1,0,8,1,2,3,0,3,259,0,6428
